iter	RMSE
225	0.3962643253
226	0.3960096295
227	0.3957269882
228	0.3955854796
229	0.3953882665
230	0.3949929126
231	0.3948621673
232	0.3947302473
233	0.3947295065
234	0.3946181123
235	0.394267355
236	0.3939937941
237	0.3938411316
238	0.3936808724
239	0.3935400822
240	0.393107808
241	0.3929532797
242	0.3927736221
243	0.3927146016
244	0.3925335152
245	0.392366333
246	0.392366029
247	0.3922074036
248	0.3920417115
249	0.3918977592
250	0.3918091797
251	0.3915597771
252	0.3914941432
253	0.3914684738
254	0.3911918596
255	0.3911029247
256	0.3908344968
257	0.3906802143
258	0.3902245822
259	0.3901517932
260	0.389819902
261	0.3896165411
262	0.3895361472
263	0.3892384548
264	0.3890365877
265	0.3887256237
266	0.3883442544
267	0.3882516063
268	0.3880866345
269	0.3880792303
270	0.3879672809
271	0.3878303817
272	0.3874164024
273	0.3870306305
274	0.3869828358
275	0.3868682564
276	0.3866877909
277	0.3865451198
278	0.3864919339
279	0.3863191283
280	0.386209602
281	0.3861772231
282	0.3860727537
283	0.3859371941
284	0.3855762704
285	0.3853758584
286	0.3852597892
287	0.3851692959
288	0.3848327588
289	0.3846894696
290	0.3846332161
291	0.3844908586
292	0.3844317875
293	0.3844119339
294	0.3842872433
295	0.3840677596
296	0.3838931945
297	0.3838909416
298	0.3836550133
299	0.3836356058
300	0.3835368814
301	0.3835280302
302	0.3835075629
303	0.3835010069
304	0.3834334891
305	0.3832480375
306	0.3831735162
307	0.3831712963
308	0.3831690044
309	0.3831117013
310	0.3829828824
311	0.3827097626
312	0.3826757572
313	0.3825730015
314	0.3823168411
315	0.3822768582
316	0.3822401093
317	0.3821103337
318	0.3820918611
319	0.3820739298
320	0.3817982464
321	0.3816281592
322	0.3813397699
323	0.3810264385
324	0.3808954434
325	0.3807847004
326	0.3807452997
327	0.380557933
328	0.3802766138
329	0.3800638761
330	0.3800476079
331	0.3798682385
332	0.3797968986
333	0.3797369592
334	0.3795950267
335	0.3795664598
336	0.3794163054
337	0.3792556295
338	0.3791580582
339	0.3791142484
340	0.3791005926
341	0.3790902685
342	0.3790389389
343	0.3789801934
344	0.378582597
345	0.37849132
346	0.3784594968
347	0.3784493381
348	0.3782407057
349	0.3782345716
350	0.3779856175
351	0.3778671405
352	0.3774761571
353	0.3773037206
354	0.3770269184
355	0.3769842564
356	0.3768209291
357	0.3765262001
358	0.3765173827
359	0.3762176686
360	0.376094737
361	0.3760407407
362	0.3758331047
363	0.3756893068
364	0.3756413334
365	0.3755677191
366	0.3753496527
367	0.3752384164
368	0.3751612194
369	0.3750324723
370	0.3749912965
371	0.3747491272
372	0.3747412896
373	0.3745535085
374	0.3743370372
375	0.3741695374
376	0.3739334908
377	0.3738253458
378	0.3737698846
379	0.3736871557
380	0.3736409342
381	0.3736403761
382	0.3735172755
383	0.3733247134
384	0.3733047371
385	0.3730146356
386	0.3728728947
387	0.3728726083
388	0.3727413618
389	0.3726214265
390	0.3725671299
391	0.3725281616
392	0.3724619531
393	0.3724132331
394	0.3722316491
395	0.3722130321
396	0.3720745711
397	0.3720627585
398	0.3719050228
399	0.3718592163
