iter	RMSE
606	0.4026989178
607	0.4026908715
608	0.4025620426
609	0.4025377245
610	0.4024011109
611	0.4022916814
612	0.4022383855
613	0.402215847
614	0.4021181263
615	0.4021181243
616	0.4020950947
617	0.4020092131
618	0.4019761999
619	0.4019227988
620	0.401790112
621	0.4017029542
622	0.4016338878
623	0.4016338862
624	0.4015800025
625	0.4015800008
626	0.4015248508
627	0.4014407362
628	0.4012916758
629	0.4011724823
630	0.4011573131
631	0.401105893
632	0.4010306922
633	0.4009368389
634	0.4007092334
635	0.400457534
636	0.4004186937
637	0.4003659047
638	0.4003418564
639	0.4003367545
640	0.4002966217
641	0.400127526
642	0.3999531063
643	0.399952469
644	0.3999363556
645	0.3998573525
646	0.3997082282
647	0.3995984685
648	0.3995984673
649	0.3995767545
650	0.3995024952
651	0.399502494
652	0.3993579073
653	0.399263674
654	0.399155769
655	0.3990712091
656	0.3988515164
657	0.3987794475
658	0.3987097077
659	0.398628853
660	0.3985318501
661	0.3985312255
662	0.3984247693
663	0.3984159517
664	0.3983349158
665	0.3982952649
666	0.3982664879
667	0.3982476669
668	0.3981223966
669	0.3980596285
670	0.3979694741
671	0.3979174068
672	0.3979007371
673	0.3978974995
674	0.3978363648
675	0.3976506034
676	0.3975652081
677	0.3974214724
678	0.3972736752
679	0.3971667921
680	0.3970898689
681	0.3970898675
682	0.396947927
683	0.3969214091
684	0.3967631335
685	0.3967466292
686	0.3966416747
687	0.3965688882
688	0.3964788552
689	0.3963875214
690	0.3963863443
691	0.3962463587
692	0.3962463554
693	0.396078021
694	0.3959177845
695	0.3958240294
696	0.3957169173
697	0.3957149745
698	0.3957016111
699	0.3956846511
700	0.3956619121
701	0.3954614563
702	0.3953586998
703	0.3953210023
704	0.3952014296
705	0.3950366273
706	0.3949415608
707	0.3948603951
708	0.3948307686
709	0.3947249766
710	0.3947154323
711	0.3947130011
712	0.3946406068
713	0.3945685843
714	0.3944980761
715	0.3944260052
716	0.3944260035
717	0.3942996564
718	0.3942075356
719	0.39413997
720	0.3939611973
721	0.393928993
722	0.3938668427
723	0.3938226
724	0.3937730393
725	0.3937291261
726	0.3935449932
727	0.3934706131
728	0.3934142856
729	0.3933969351
730	0.3933293781
731	0.3932694674
732	0.3931890726
733	0.3931400289
734	0.3930190478
735	0.3929618521
736	0.3928256374
737	0.3927469805
738	0.3926664448
739	0.3925013639
740	0.3924305171
741	0.3924253442
742	0.3923889596
743	0.3921503293
744	0.3920994991
745	0.3920194381
746	0.3918883067
747	0.3917968442
748	0.3917968431
749	0.3917013285
750	0.3916131456
751	0.3915053472
752	0.3915053461
753	0.391377287
754	0.3913291943
755	0.3913251584
756	0.3913023679
757	0.391283971
758	0.3911613557
759	0.3910487677
760	0.3909945091
761	0.3909552514
762	0.3909158575
763	0.3908322053
764	0.3907371804
765	0.3905405918
766	0.3904682605
767	0.3903987043
768	0.3903554647
769	0.3903345015
770	0.3902187512
771	0.3901804918
772	0.3900190847
773	0.3900022334
774	0.3899915619
775	0.3899226941
776	0.3899059906
777	0.3898167882
778	0.3898078655
779	0.3897494946
780	0.3896494588
781	0.3896112605
782	0.3895433543
783	0.3894312451
784	0.3893820242
785	0.3893267355
786	0.3890819915
787	0.3889236074
788	0.3888006971
789	0.3886951654
790	0.3886561538
791	0.388453914
792	0.3883677494
793	0.3883207232
794	0.388243332
795	0.3880982875
796	0.3880498186
797	0.388044639
798	0.3879039391
799	0.387798499
800	0.3876411139
801	0.3875623136
802	0.387486992
803	0.3874398609
804	0.3872974313
805	0.3871790553
806	0.387095016
807	0.3869065053
808	0.3868577636
809	0.3868555446
810	0.3866953636
811	0.3865967848
812	0.3864430033
813	0.3864237416
814	0.3863564185
815	0.3862425273
816	0.3862425249
817	0.3861251525
818	0.3860847884
819	0.3860200085
820	0.3860090611
821	0.3859433566
822	0.3859237356
823	0.3858801843
824	0.3858428585
825	0.3857981409
826	0.3857500014
827	0.3856504059
828	0.3855161849
829	0.385447929
830	0.3854110754
831	0.3853055067
832	0.3851737616
833	0.3851036694
834	0.3850032275
835	0.384915783
836	0.3847314315
837	0.3846745605
838	0.3845639696
839	0.3844598135
840	0.3844583853
841	0.3843875124
842	0.3843871204
843	0.3843367906
844	0.3843279603
845	0.3842283835
846	0.3841103247
847	0.3840820631
848	0.384044508
849	0.3839620243
850	0.3838643913
851	0.3837174166
852	0.3835777225
853	0.3835761067
854	0.3834797003
855	0.3833388512
856	0.38330399
857	0.3832154413
858	0.3831103521
859	0.3829738278
860	0.38297028
861	0.3828980333
862	0.3827729397
863	0.3826947375
864	0.3825388254
865	0.382437528
866	0.3823740194
867	0.3822510044
868	0.3822225976
869	0.3820500074
870	0.3819216072
871	0.3818407687
872	0.3817037995
873	0.3814570582
874	0.3813797126
875	0.3813758032
876	0.3812425216
877	0.38114352
878	0.3809504251
879	0.3809248534
880	0.3808950314
881	0.380813205
882	0.3806713215
883	0.3806263076
884	0.3803910052
885	0.3802537612
886	0.3801648794
887	0.3800730795
888	0.3800064926
889	0.3799272614
890	0.3798544378
891	0.3797593519
892	0.3796443436
893	0.3796105225
894	0.3795202455
895	0.3792856672
896	0.3791428111
897	0.3791059149
898	0.3790204494
899	0.3789126299
900	0.3788525274
901	0.3788050585
902	0.3787110984
903	0.3786708857
904	0.3786085111
905	0.3785010827
906	0.3784431615
907	0.3783443765
908	0.3783046351
909	0.3781696698
910	0.378068028
911	0.3779412749
912	0.3778384276
913	0.3776706102
914	0.3776067012
915	0.377504031
916	0.3774938027
917	0.377371406
918	0.3772277904
919	0.3771892455
920	0.3770363696
921	0.376885182
922	0.376831393
923	0.3765562427
924	0.3763464343
925	0.3761727645
926	0.3760869764
927	0.3759494642
928	0.375735341
929	0.3756001929
930	0.3754735506
931	0.3754111752
932	0.3753638223
933	0.375281058
934	0.3752348971
935	0.3751166321
936	0.3749443021
937	0.3747215008
938	0.3745567179
939	0.3745097185
940	0.3744127594
941	0.3743836934
942	0.3741517247
943	0.374005538
944	0.3739783683
945	0.3739570961
946	0.3738550655
947	0.3738146839
948	0.3736120186
949	0.3735050218
950	0.3734470381
951	0.3733722001
952	0.3732123157
953	0.3732042664
954	0.3732038247
955	0.3731263214
956	0.3730836347
957	0.3730466796
958	0.3730225304
959	0.3729730348
960	0.3727983912
961	0.3726871107
962	0.372584361
963	0.372481638
964	0.3724630029
965	0.3723401369
966	0.3721711792
967	0.37195416
968	0.3719301773
969	0.3718648304
970	0.3717907437
971	0.371701971
972	0.3716413529
973	0.3715509452
974	0.3714362229
975	0.3714138894
976	0.3712578349
977	0.3711362209
978	0.3709235096
979	0.3708738064
980	0.3707167567
981	0.3705959203
982	0.370576503
983	0.3705116663
984	0.3703626967
985	0.3702262763
986	0.3700974673
987	0.3700350671
988	0.3698869967
989	0.3698321972
990	0.3697403886
991	0.3697150019
992	0.3697047607
993	0.3695348672
994	0.3694846877
995	0.3693176276
996	0.3692502161
997	0.3690825354
998	0.3690341234
999	0.3689123008
1000	0.3687434945
1001	0.3686245458
1002	0.3685489989
1003	0.3684175264
1004	0.368291546
1005	0.3681228578
1006	0.3679927057
1007	0.3679401505
1008	0.3678937313
1009	0.3676705715
1010	0.3674641673
1011	0.3673816374
1012	0.3672919047
1013	0.3672373432
1014	0.3670581998
1015	0.3669429906
1016	0.3668210887
1017	0.3666217449
1018	0.3665390929
1019	0.3665245792
1020	0.3664370353
1021	0.366389754
1022	0.3662910245
1023	0.3661549027
1024	0.3660001042
1025	0.3658450136
1026	0.3656265102
1027	0.3655522753
1028	0.3653554687
1029	0.3651850022
1030	0.3651054867
1031	0.3649458268
1032	0.3648859062
1033	0.3647933591
1034	0.3647864442
1035	0.3647490959
1036	0.3646696707
1037	0.3644763473
1038	0.364365539
1039	0.3643287375
1040	0.36429079
1041	0.3642265839
1042	0.3640560499
1043	0.3639178929
1044	0.3637734529
1045	0.3636371196
1046	0.3634923411
1047	0.3634923326
1048	0.363446378
1049	0.3633558706
1050	0.3633038449
1051	0.3632090188
1052	0.3630844108
1053	0.3630270946
1054	0.3629468479
1055	0.3628349853
1056	0.3627589018
1057	0.3626556789
1058	0.3626108667
1059	0.3624724187
1060	0.362333197
1061	0.3623079046
1062	0.3622231366
1063	0.3621114557
1064	0.3619561748
1065	0.3619152494
1066	0.3618881474
1067	0.3618749041
1068	0.3617863788
1069	0.3617322787
1070	0.3616921126
1071	0.3616345214
1072	0.3615328119
1073	0.3614555939
1074	0.3613315025
1075	0.3612645644
1076	0.3612327797
1077	0.361188639
1078	0.3610733412
1079	0.3610137296
1080	0.3608731758
1081	0.360865555
1082	0.3607768041
1083	0.360686043
1084	0.3606238485
1085	0.3605791142
1086	0.3603900665
1087	0.36015998
1088	0.3601277436
1089	0.3599434194
1090	0.3598501466
1091	0.3597637246
1092	0.3595528687
1093	0.3594022696
1094	0.3594012704
1095	0.3593705868
1096	0.3592560273
1097	0.3591895411
1098	0.3591269282
1099	0.3590579931
1100	0.3590080625
1101	0.3589850031
1102	0.3589149859
1103	0.3588581929
1104	0.3587986713
1105	0.358701507
1106	0.358614652
1107	0.3586032765
1108	0.3585746572
1109	0.3584077147
1110	0.358399954
1111	0.3582511235
1112	0.3581491158
1113	0.3581378398
1114	0.3581200131
1115	0.3581033683
1116	0.3580633733
1117	0.3579670069
1118	0.3579006725
1119	0.3578274379
1120	0.3577327823
1121	0.3576864964
1122	0.357658085
1123	0.3575867369
1124	0.357504863
1125	0.3573776093
1126	0.3572180596
1127	0.3570542445
1128	0.3569915645
1129	0.356901037
1130	0.3567661469
1131	0.3566009624
1132	0.3565859042
1133	0.3564195992
1134	0.3563851565
1135	0.356289518
1136	0.3562406028
1137	0.3561824586
1138	0.356172127
1139	0.3561228097
1140	0.3560738427
1141	0.3559581061
1142	0.3559284324
1143	0.3559135879
1144	0.3558369269
1145	0.3557925935
1146	0.3557798748
1147	0.3555784434
1148	0.355555312
1149	0.3555138238
1150	0.3554860172
1151	0.3552925504
1152	0.3551085967
1153	0.3550518827
1154	0.3548532551
1155	0.3547850005
1156	0.3546959769
1157	0.3545060377
1158	0.3543192226
1159	0.3541970975
1160	0.3540483501
1161	0.3539637309
1162	0.3539095239
1163	0.3538764059
1164	0.3538342728
1165	0.3538170027
1166	0.3537211867
1167	0.3535945044
1168	0.3535693527
1169	0.353468884
1170	0.3534209788
1171	0.3532965441
1172	0.3531964367
1173	0.3531160425
1174	0.3530763015
1175	0.3530400052
1176	0.3529346959
1177	0.3529174151
1178	0.3528431804
1179	0.3528054856
1180	0.3527809576
1181	0.3527059426
1182	0.35262209
1183	0.352434176
1184	0.3523979612
1185	0.3523228613
1186	0.3522153784
1187	0.3521253101
1188	0.352022496
1189	0.351948175
1190	0.3518176
1191	0.3517838074
1192	0.3517321945
1193	0.3515760792
1194	0.3514714278
1195	0.3513796341
1196	0.3513013494
1197	0.3512158577
1198	0.3511119911
1199	0.351016141
1200	0.3508631155
1201	0.3508210856
1202	0.3507397861
1203	0.3506551255
1204	0.3506424446
1205	0.3505887382
1206	0.3505357247
1207	0.3504471149
1208	0.3504037356
1209	0.3502882374
1210	0.3501810605
1211	0.3501315984
1212	0.3500160475
1213	0.3499726958
1214	0.349854131
1215	0.3497945345
1216	0.3497097967
1217	0.3495789304
1218	0.3495356756
1219	0.349488343
1220	0.3494021742
1221	0.3493361341
1222	0.3492966428
1223	0.3492315676
1224	0.3492118802
1225	0.349203644
1226	0.3492004002
1227	0.3490853104
1228	0.3489827981
1229	0.3489175791
1230	0.348883214
1231	0.3487898642
1232	0.3487553004
1233	0.3486603147
1234	0.3484903793
1235	0.3484728783
1236	0.3483543357
1237	0.3482607015
1238	0.3481051502
1239	0.3480479113
1240	0.3479497469
1241	0.3479113548
1242	0.3477972585
1243	0.3477065015
1244	0.3476435939
1245	0.3475078007
1246	0.3474018319
1247	0.3472910258
1248	0.3471928266
1249	0.3470961201
1250	0.3470345141
1251	0.3469882902
1252	0.346859055
1253	0.3468171351
1254	0.3467253067
1255	0.3466594519
1256	0.3466261845
1257	0.3464780222
1258	0.3464299975
1259	0.3463783875
1260	0.3463713822
1261	0.3463074465
1262	0.3462802573
1263	0.3462126396
1264	0.3461522307
1265	0.3460591268
1266	0.3458935501
1267	0.3458296288
1268	0.3456555418
1269	0.3456020373
1270	0.3455248147
1271	0.3454648993
1272	0.3453819439
1273	0.3453094068
1274	0.3452969509
1275	0.345265932
1276	0.3451819191
1277	0.3450779279
1278	0.3450202275
1279	0.344981338
1280	0.3448879485
1281	0.344793457
1282	0.3447908075
1283	0.3446494247
1284	0.3446195122
1285	0.3445391718
1286	0.3444839331
1287	0.3444175901
1288	0.344313873
1289	0.3442428286
1290	0.3441302471
1291	0.3440679933
1292	0.3439731289
1293	0.3439083626
1294	0.3437993552
1295	0.3436995619
1296	0.3436038967
1297	0.3434781298
1298	0.3434683532
1299	0.3433820075
1300	0.3433362432
1301	0.3432547165
1302	0.343147591
1303	0.3431203698
1304	0.34301705
1305	0.34295831
1306	0.3428827108
1307	0.342868532
1308	0.3427766469
1309	0.3427573243
1310	0.3426631953
1311	0.3426141356
1312	0.342574547
1313	0.3424758485
1314	0.3423482905
1315	0.342265516
1316	0.3422363352
1317	0.3421524614
1318	0.3421116921
1319	0.3420252101
1320	0.341994514
1321	0.3418638332
1322	0.3417747624
1323	0.3417013184
1324	0.3415643187
1325	0.3415107805
1326	0.3414517242
1327	0.3413252342
1328	0.3412943384
1329	0.3412313617
1330	0.34118984
1331	0.3411176518
1332	0.3409918437
1333	0.340954503
1334	0.3408277804
1335	0.3407649489
1336	0.3406500996
1337	0.3405596679
1338	0.3405295059
1339	0.3404848224
1340	0.340433152
1341	0.3403628476
1342	0.3402786804
1343	0.3402089869
1344	0.3401739648
1345	0.3401294898
1346	0.3399618261
1347	0.3398794907
1348	0.3398309103
1349	0.3397759135
1350	0.3396280937
1351	0.3395388679
1352	0.3394047208
1353	0.3393430491
1354	0.339224502
1355	0.3391088436
1356	0.3390641239
1357	0.3390237939
1358	0.3389587779
1359	0.3388007524
1360	0.3387684395
1361	0.3387074317
1362	0.3386905349
1363	0.3385489912
1364	0.3385311985
1365	0.3384111849
1366	0.3382715169
1367	0.3381857058
1368	0.3381110306
1369	0.3380801876
1370	0.3380045448
1371	0.3378680848
1372	0.3378408894
1373	0.337833647
1374	0.337820779
1375	0.3377780333
1376	0.337730222
1377	0.3376589003
1378	0.3375837003
1379	0.3375480793
1380	0.337508016
1381	0.3374006888
1382	0.3373829878
1383	0.3373296703
1384	0.3373008114
1385	0.3372275764
1386	0.3371949415
1387	0.3370716565
1388	0.3369808797
1389	0.3368680186
1390	0.3368291027
1391	0.3367303718
1392	0.3366218807
1393	0.3365545109
1394	0.3365286017
1395	0.3364896819
1396	0.336428129
1397	0.3363573539
1398	0.3362677794
1399	0.3361943944
1400	0.3361500018
1401	0.3360838394
1402	0.3359720884
1403	0.335909016
1404	0.3358329882
1405	0.3357737962
1406	0.3357454425
1407	0.3357151712
1408	0.3356203083
1409	0.3355752177
1410	0.3354887212
1411	0.3354545716
1412	0.335393382
1413	0.3353648609
1414	0.3353237264
1415	0.3352648459
1416	0.3352064071
1417	0.3350947052
1418	0.3350012013
1419	0.3349434617
1420	0.3348224781
1421	0.3347249077
1422	0.3346426328
1423	0.334576154
1424	0.3345356663
1425	0.3344299469
1426	0.334419633
1427	0.3343695048
1428	0.3342751002
1429	0.3342224186
1430	0.3341874983
1431	0.3341699374
1432	0.334107482
1433	0.334062512
1434	0.334045433
1435	0.3340028405
1436	0.3339680021
1437	0.333943247
1438	0.3338872767
1439	0.3338456062
1440	0.3337838993
1441	0.3337182538
1442	0.3336775272
1443	0.3335709061
1444	0.3334986832
1445	0.3334621107
1446	0.3333861458
1447	0.3333278123
1448	0.3332808271
1449	0.3332049271
1450	0.333186333
1451	0.3331559005
1452	0.3331096199
1453	0.333066373
1454	0.3329719088
1455	0.332927923
1456	0.3328254444
1457	0.3327460697
1458	0.3327058527
1459	0.3326095842
1460	0.33256275
1461	0.3324708124
1462	0.3324316654
1463	0.3324082431
1464	0.3323199414
1465	0.3322484679
1466	0.332028022
1467	0.3319433806
1468	0.3318349687
1469	0.3317570943
1470	0.3317153892
1471	0.331646215
1472	0.3314994712
1473	0.3314099291
1474	0.331322917
1475	0.3313190485
1476	0.3312386444
1477	0.3311793368
1478	0.3311352028
1479	0.3310814846
1480	0.3310595377
1481	0.3309907587
1482	0.3309623543
1483	0.3308881621
1484	0.330831305
1485	0.3307604282
1486	0.330677087
1487	0.3306412939
1488	0.3305063577
1489	0.3304396
1490	0.3303944675
1491	0.3303133697
1492	0.3302642712
1493	0.3302205974
1494	0.3301750259
1495	0.3301111638
1496	0.3300630921
1497	0.3300416904
1498	0.3300117052
1499	0.3299354299
1500	0.3298115339
1501	0.3297940773
1502	0.3297339302
1503	0.3296866676
1504	0.3296578621
1505	0.329589686
1506	0.3295424746
1507	0.3294039874
1508	0.3292671058
1509	0.3292163881
1510	0.3291155851
1511	0.3290579167
1512	0.3289480545
1513	0.3289057698
1514	0.3288588624
1515	0.3288402306
