features,n_features,score
"['HasContractPhone', 'IsAloneSenior', 'IsBillingPaperless', 'HasInternetService', 'ClientPeriod', 'NotAlone', 'HasOnlineBackup', 'HasOnlineSecurityService', 'HasOnlineTV', 'TotalSpent', 'ClientPeriodGroup', 'HasPartner', 'HasDeviceProtection', 'IsSeniorCitizen', 'AverageMonthlySpend', 'MonthlySpending']",16,0.8391156588458785
"['IsAloneSenior', 'HasMovieSubscription', 'IsBillingPaperless', 'PaymentMethod', 'HasOnlineBackup', 'HasDeviceProtection', 'ClientPeriod', 'HasContractPhone', 'TotalSpent', 'ClientPeriodGroup', 'HasInternetService', 'MonthlySpending', 'HasOnlineTV']",13,0.8391148177803496
"['NotAlone', 'ClientPeriodGroup', 'PaymentMethod', 'HasChild', 'HasOnlineTV', 'HasContractPhone', 'ClientPeriod', 'HasInternetService', 'IsSeniorCitizen', 'IsAloneSenior', 'HasOnlineSecurityService', 'AverageMonthlySpend', 'HasOnlineBackup', 'MonthlySpending', 'HasMovieSubscription']",15,0.8391134160044676
"['HasContractPhone', 'HasTechSupportAccess', 'HasOnlineSecurityService', 'HasInternetService', 'HasOnlineBackup', 'HasDeviceProtection', 'NotAlone', 'AverageMonthlySpend', 'ClientPeriodGroup', 'TotalSpent', 'HasMovieSubscription', 'HasChild', 'PaymentMethod', 'ClientPeriod', 'HasPartner']",15,0.8391128552941151
"['AverageMonthlySpend', 'TotalSpent', 'NotAlone', 'HasContractPhone', 'HasOnlineTV', 'HasTechSupportAccess', 'HasDeviceProtection', 'MonthlySpending', 'IsSeniorCitizen', 'HasMovieSubscription', 'IsAloneSenior', 'PaymentMethod', 'ClientPeriod', 'ClientPeriodGroup', 'HasInternetService']",15,0.8391122945837624
"['AverageMonthlySpend', 'IsAloneSenior', 'NotAlone', 'HasOnlineBackup', 'PaymentMethod', 'ClientPeriodGroup', 'MonthlySpending', 'HasContractPhone', 'ClientPeriod', 'HasOnlineSecurityService', 'HasInternetService', 'HasTechSupportAccess']",12,0.8391117338734095
"['ClientPeriod', 'HasOnlineTV', 'ClientPeriodGroup', 'PaymentMethod', 'AverageMonthlySpend', 'HasInternetService', 'HasContractPhone', 'HasOnlineSecurityService', 'NotAlone', 'MonthlySpending', 'HasDeviceProtection', 'HasTechSupportAccess', 'IsSeniorCitizen', 'IsAloneSenior', 'HasPartner', 'HasMovieSubscription']",16,0.8391100517423514
"['HasOnlineTV', 'HasContractPhone', 'HasInternetService', 'HasOnlineBackup', 'NotAlone', 'HasTechSupportAccess', 'ClientPeriod', 'HasOnlineSecurityService', 'IsAloneSenior', 'HasChild', 'HasPartner', 'AverageMonthlySpend', 'MonthlySpending', 'HasMovieSubscription', 'TotalSpent', 'HasDeviceProtection', 'PaymentMethod']",17,0.8391094910319987
"['IsAloneSenior', 'HasMovieSubscription', 'HasInternetService', 'HasContractPhone', 'HasChild', 'IsBillingPaperless', 'PaymentMethod', 'ClientPeriod', 'NotAlone', 'ClientPeriodGroup', 'HasOnlineBackup', 'TotalSpent', 'MonthlySpending', 'AverageMonthlySpend']",14,0.8391092106768223
"['IsSeniorCitizen', 'IsAloneSenior', 'ClientPeriodGroup', 'HasOnlineBackup', 'AverageMonthlySpend', 'HasMovieSubscription', 'HasTechSupportAccess', 'PaymentMethod', 'NotAlone', 'IsBillingPaperless', 'MonthlySpending', 'ClientPeriod', 'HasOnlineSecurityService', 'HasChild', 'HasContractPhone', 'HasOnlineTV']",16,0.8391086499664695
"['ClientPeriod', 'PaymentMethod', 'IsBillingPaperless', 'HasInternetService', 'HasTechSupportAccess', 'HasOnlineBackup', 'ClientPeriodGroup', 'TotalSpent', 'AverageMonthlySpend', 'HasDeviceProtection', 'HasMovieSubscription', 'HasContractPhone', 'IsAloneSenior', 'HasOnlineTV', 'NotAlone']",15,0.8391080892561168
"['ClientPeriodGroup', 'TotalSpent', 'HasOnlineBackup', 'IsBillingPaperless', 'NotAlone', 'HasInternetService', 'AverageMonthlySpend', 'MonthlySpending', 'HasTechSupportAccess', 'HasChild', 'ClientPeriod', 'IsSeniorCitizen', 'HasContractPhone', 'HasDeviceProtection', 'HasMovieSubscription', 'HasOnlineTV']",16,0.8391080892561168
"['HasMovieSubscription', 'HasOnlineTV', 'HasTechSupportAccess', 'HasInternetService', 'HasContractPhone', 'HasPartner', 'ClientPeriod', 'IsSeniorCitizen', 'TotalSpent', 'IsBillingPaperless', 'HasOnlineSecurityService', 'IsAloneSenior', 'HasDeviceProtection']",13,0.8391075285457642
"['TotalSpent', 'HasOnlineSecurityService', 'IsBillingPaperless', 'HasInternetService', 'AverageMonthlySpend', 'ClientPeriodGroup', 'IsSeniorCitizen', 'HasMovieSubscription', 'PaymentMethod', 'MonthlySpending', 'HasContractPhone', 'HasOnlineBackup', 'HasChild', 'NotAlone', 'HasTechSupportAccess']",15,0.839105846414706
"['HasContractPhone', 'MonthlySpending', 'HasOnlineSecurityService', 'HasTechSupportAccess', 'HasChild', 'AverageMonthlySpend', 'NotAlone', 'HasOnlineTV', 'IsBillingPaperless', 'IsAloneSenior', 'ClientPeriodGroup', 'HasPartner', 'ClientPeriod', 'TotalSpent', 'IsSeniorCitizen', 'HasDeviceProtection']",16,0.8391055660595295
"['HasOnlineSecurityService', 'PaymentMethod', 'HasMovieSubscription', 'HasContractPhone', 'HasOnlineBackup', 'HasInternetService', 'HasPartner', 'AverageMonthlySpend', 'HasChild', 'ClientPeriod', 'MonthlySpending', 'IsBillingPaperless', 'IsSeniorCitizen', 'HasOnlineTV']",14,0.8391036035732949
"['IsAloneSenior', 'HasTechSupportAccess', 'HasDeviceProtection', 'HasOnlineTV', 'ClientPeriod', 'HasMovieSubscription', 'TotalSpent', 'HasContractPhone', 'HasOnlineBackup', 'ClientPeriodGroup', 'MonthlySpending', 'IsSeniorCitizen', 'HasOnlineSecurityService', 'HasInternetService', 'AverageMonthlySpend', 'HasPartner']",16,0.8391030428629421
"['HasOnlineBackup', 'AverageMonthlySpend', 'ClientPeriod', 'ClientPeriodGroup', 'HasContractPhone', 'HasOnlineTV', 'MonthlySpending', 'IsBillingPaperless', 'HasTechSupportAccess', 'NotAlone', 'IsSeniorCitizen', 'HasDeviceProtection', 'PaymentMethod', 'HasInternetService']",14,0.8391024821525895
"['HasOnlineSecurityService', 'HasOnlineTV', 'HasMovieSubscription', 'HasPartner', 'HasInternetService', 'HasOnlineBackup', 'HasContractPhone', 'MonthlySpending', 'TotalSpent', 'IsAloneSenior', 'AverageMonthlySpend', 'ClientPeriodGroup', 'ClientPeriod', 'IsSeniorCitizen', 'HasTechSupportAccess', 'HasDeviceProtection', 'NotAlone', 'HasChild']",18,0.8391022017974131
"['AverageMonthlySpend', 'HasContractPhone', 'HasOnlineSecurityService', 'MonthlySpending', 'HasChild', 'ClientPeriod', 'HasInternetService', 'HasMovieSubscription', 'PaymentMethod', 'HasDeviceProtection', 'HasOnlineBackup', 'HasOnlineTV', 'TotalSpent', 'IsSeniorCitizen']",14,0.8391019214422367
"['PaymentMethod', 'HasOnlineTV', 'HasOnlineBackup', 'AverageMonthlySpend', 'HasPartner', 'HasMovieSubscription', 'IsBillingPaperless', 'MonthlySpending', 'HasOnlineSecurityService', 'HasInternetService', 'NotAlone', 'ClientPeriod', 'HasContractPhone', 'IsSeniorCitizen', 'HasChild']",15,0.8391019214422367
"['HasTechSupportAccess', 'HasInternetService', 'TotalSpent', 'AverageMonthlySpend', 'MonthlySpending', 'PaymentMethod', 'ClientPeriodGroup', 'HasContractPhone', 'ClientPeriod', 'HasOnlineTV', 'HasDeviceProtection', 'IsSeniorCitizen']",12,0.8391016410870605
"['NotAlone', 'TotalSpent', 'ClientPeriodGroup', 'ClientPeriod', 'IsSeniorCitizen', 'HasChild', 'HasContractPhone', 'HasOnlineSecurityService', 'HasMovieSubscription', 'PaymentMethod', 'HasInternetService', 'HasOnlineBackup']",12,0.8391016410870603
"['HasOnlineBackup', 'AverageMonthlySpend', 'HasDeviceProtection', 'NotAlone', 'ClientPeriod', 'IsAloneSenior', 'HasInternetService', 'HasChild', 'ClientPeriodGroup', 'HasPartner', 'HasContractPhone', 'IsBillingPaperless', 'HasOnlineTV', 'HasMovieSubscription', 'HasOnlineSecurityService', 'PaymentMethod', 'IsSeniorCitizen']",17,0.8391013607318841
"['TotalSpent', 'HasOnlineSecurityService', 'HasContractPhone', 'PaymentMethod', 'ClientPeriodGroup', 'AverageMonthlySpend', 'HasDeviceProtection', 'HasChild', 'MonthlySpending', 'IsSeniorCitizen', 'HasOnlineBackup', 'HasInternetService', 'ClientPeriod', 'IsAloneSenior', 'NotAlone']",15,0.8391005196663549
"['PaymentMethod', 'HasInternetService', 'IsBillingPaperless', 'IsAloneSenior', 'IsSeniorCitizen', 'HasDeviceProtection', 'HasPartner', 'ClientPeriod', 'HasContractPhone', 'AverageMonthlySpend', 'TotalSpent', 'HasTechSupportAccess']",12,0.8390993982456494
"['HasPartner', 'HasOnlineTV', 'IsBillingPaperless', 'ClientPeriod', 'TotalSpent', 'HasContractPhone', 'HasMovieSubscription', 'NotAlone', 'HasInternetService', 'HasTechSupportAccess', 'ClientPeriodGroup', 'HasOnlineSecurityService']",12,0.839097435759415
"['HasChild', 'HasPartner', 'HasOnlineBackup', 'HasTechSupportAccess', 'IsBillingPaperless', 'PaymentMethod', 'TotalSpent', 'ClientPeriodGroup', 'HasInternetService', 'HasContractPhone', 'HasMovieSubscription', 'HasOnlineTV', 'ClientPeriod']",13,0.8390971554042386
"['HasContractPhone', 'HasOnlineTV', 'HasDeviceProtection', 'HasOnlineBackup', 'HasPartner', 'HasMovieSubscription', 'HasChild', 'IsBillingPaperless', 'ClientPeriod', 'TotalSpent', 'HasOnlineSecurityService', 'HasInternetService', 'NotAlone', 'IsAloneSenior', 'HasTechSupportAccess']",15,0.8390971554042386
"['IsBillingPaperless', 'HasOnlineBackup', 'IsSeniorCitizen', 'HasChild', 'PaymentMethod', 'HasPartner', 'HasOnlineTV', 'ClientPeriod', 'HasInternetService', 'HasOnlineSecurityService', 'AverageMonthlySpend', 'NotAlone', 'HasContractPhone', 'HasDeviceProtection', 'HasMovieSubscription', 'ClientPeriodGroup']",16,0.8390968750490622
"['HasOnlineSecurityService', 'HasTechSupportAccess', 'HasChild', 'MonthlySpending', 'ClientPeriodGroup', 'HasDeviceProtection', 'NotAlone', 'PaymentMethod', 'HasContractPhone', 'HasOnlineBackup', 'HasInternetService', 'AverageMonthlySpend', 'IsBillingPaperless', 'TotalSpent', 'IsSeniorCitizen']",15,0.8390968750490622
"['NotAlone', 'HasPartner', 'MonthlySpending', 'AverageMonthlySpend', 'HasContractPhone', 'HasOnlineTV', 'IsSeniorCitizen', 'PaymentMethod', 'HasMovieSubscription', 'HasTechSupportAccess', 'ClientPeriodGroup', 'HasOnlineBackup', 'IsBillingPaperless', 'HasOnlineSecurityService', 'ClientPeriod']",15,0.8390963143387095
"['HasOnlineSecurityService', 'TotalSpent', 'IsSeniorCitizen', 'ClientPeriodGroup', 'IsAloneSenior', 'HasInternetService', 'HasChild', 'HasContractPhone', 'NotAlone', 'IsBillingPaperless', 'HasPartner', 'HasOnlineTV', 'ClientPeriod', 'HasMovieSubscription', 'AverageMonthlySpend', 'HasOnlineBackup']",16,0.8390949125628276
"['HasTechSupportAccess', 'ClientPeriodGroup', 'MonthlySpending', 'PaymentMethod', 'HasOnlineBackup', 'AverageMonthlySpend', 'IsAloneSenior', 'ClientPeriod', 'IsBillingPaperless', 'IsSeniorCitizen', 'HasInternetService', 'HasContractPhone', 'HasDeviceProtection', 'HasOnlineTV', 'NotAlone', 'HasMovieSubscription']",16,0.8390946322076512
"['IsBillingPaperless', 'IsAloneSenior', 'HasOnlineSecurityService', 'PaymentMethod', 'MonthlySpending', 'HasMovieSubscription', 'AverageMonthlySpend', 'HasChild', 'ClientPeriodGroup', 'TotalSpent', 'HasInternetService', 'HasContractPhone', 'NotAlone', 'HasOnlineTV', 'HasPartner', 'HasTechSupportAccess']",16,0.8390940714972986
"['HasOnlineTV', 'ClientPeriod', 'HasOnlineSecurityService', 'HasMovieSubscription', 'PaymentMethod', 'MonthlySpending', 'IsAloneSenior', 'TotalSpent', 'HasPartner', 'ClientPeriodGroup', 'HasChild', 'AverageMonthlySpend', 'HasTechSupportAccess', 'IsSeniorCitizen', 'HasOnlineBackup', 'HasContractPhone']",16,0.839093791142122
"['AverageMonthlySpend', 'MonthlySpending', 'ClientPeriod', 'NotAlone', 'HasContractPhone', 'HasOnlineTV', 'HasChild', 'IsBillingPaperless', 'HasDeviceProtection', 'HasMovieSubscription', 'HasTechSupportAccess', 'ClientPeriodGroup', 'HasInternetService', 'IsAloneSenior', 'PaymentMethod']",15,0.839092950076593
"['IsAloneSenior', 'HasInternetService', 'MonthlySpending', 'HasOnlineTV', 'NotAlone', 'HasTechSupportAccess', 'IsBillingPaperless', 'HasOnlineSecurityService', 'ClientPeriodGroup', 'AverageMonthlySpend', 'HasMovieSubscription', 'HasChild', 'HasContractPhone', 'ClientPeriod', 'HasOnlineBackup']",15,0.8390912679455348
"['HasContractPhone', 'HasMovieSubscription', 'IsAloneSenior', 'HasOnlineBackup', 'ClientPeriod', 'ClientPeriodGroup', 'IsSeniorCitizen', 'MonthlySpending', 'HasOnlineSecurityService', 'HasChild', 'IsBillingPaperless', 'NotAlone', 'HasTechSupportAccess', 'HasPartner', 'HasOnlineTV', 'HasInternetService']",16,0.8390895858144766
"['HasChild', 'HasOnlineTV', 'IsSeniorCitizen', 'HasMovieSubscription', 'HasContractPhone', 'HasDeviceProtection', 'HasOnlineSecurityService', 'IsBillingPaperless', 'TotalSpent', 'ClientPeriod', 'HasInternetService', 'MonthlySpending']",12,0.8390893054593004
"['MonthlySpending', 'AverageMonthlySpend', 'NotAlone', 'HasContractPhone', 'HasOnlineSecurityService', 'HasMovieSubscription', 'PaymentMethod', 'HasTechSupportAccess', 'HasPartner', 'TotalSpent', 'HasInternetService', 'ClientPeriod']",12,0.8390881840385948
"['HasChild', 'MonthlySpending', 'HasContractPhone', 'PaymentMethod', 'ClientPeriodGroup', 'IsAloneSenior', 'ClientPeriod', 'NotAlone', 'AverageMonthlySpend', 'HasInternetService', 'IsBillingPaperless', 'HasMovieSubscription', 'HasOnlineTV', 'IsSeniorCitizen']",14,0.8390862215523603
"['HasOnlineTV', 'IsBillingPaperless', 'HasChild', 'HasPartner', 'HasOnlineSecurityService', 'HasTechSupportAccess', 'NotAlone', 'TotalSpent', 'PaymentMethod', 'IsAloneSenior', 'HasContractPhone', 'HasMovieSubscription', 'ClientPeriod']",13,0.8390834180005967
"['IsSeniorCitizen', 'ClientPeriodGroup', 'ClientPeriod', 'HasTechSupportAccess', 'HasDeviceProtection', 'HasInternetService', 'HasContractPhone', 'TotalSpent', 'PaymentMethod', 'HasMovieSubscription', 'HasPartner', 'HasOnlineTV', 'NotAlone', 'IsBillingPaperless']",14,0.8390834180005965
"['IsBillingPaperless', 'HasPartner', 'HasInternetService', 'HasOnlineTV', 'HasMovieSubscription', 'HasTechSupportAccess', 'IsAloneSenior', 'ClientPeriod', 'IsSeniorCitizen', 'HasDeviceProtection', 'TotalSpent', 'HasOnlineSecurityService', 'NotAlone', 'HasContractPhone']",14,0.8390808948040095
"['ClientPeriod', 'AverageMonthlySpend', 'HasOnlineTV', 'IsBillingPaperless', 'HasDeviceProtection', 'NotAlone', 'PaymentMethod', 'IsSeniorCitizen', 'HasTechSupportAccess', 'ClientPeriodGroup', 'MonthlySpending', 'HasContractPhone', 'HasInternetService', 'HasOnlineBackup', 'HasPartner', 'HasChild']",16,0.8390806144488331
"['ClientPeriodGroup', 'HasPartner', 'HasContractPhone', 'HasTechSupportAccess', 'HasMovieSubscription', 'HasInternetService', 'HasDeviceProtection', 'HasOnlineTV', 'ClientPeriod', 'IsBillingPaperless', 'IsSeniorCitizen', 'AverageMonthlySpend', 'TotalSpent', 'HasOnlineBackup', 'MonthlySpending']",15,0.8390806144488329
"['HasOnlineBackup', 'ClientPeriod', 'IsSeniorCitizen', 'AverageMonthlySpend', 'MonthlySpending', 'HasInternetService', 'HasOnlineTV', 'HasPartner', 'HasTechSupportAccess', 'NotAlone', 'HasOnlineSecurityService', 'HasChild', 'IsAloneSenior', 'HasContractPhone', 'ClientPeriodGroup', 'HasDeviceProtection', 'PaymentMethod', 'HasMovieSubscription']",18,0.8390786519625983
"['NotAlone', 'HasContractPhone', 'TotalSpent', 'ClientPeriodGroup', 'HasDeviceProtection', 'PaymentMethod', 'HasOnlineTV', 'HasOnlineSecurityService', 'IsSeniorCitizen', 'ClientPeriod', 'IsAloneSenior', 'HasTechSupportAccess', 'AverageMonthlySpend', 'MonthlySpending']",14,0.8390775305418928
"['MonthlySpending', 'HasTechSupportAccess', 'HasChild', 'IsAloneSenior', 'IsBillingPaperless', 'AverageMonthlySpend', 'IsSeniorCitizen', 'PaymentMethod', 'HasOnlineTV', 'HasPartner', 'HasOnlineBackup', 'ClientPeriodGroup', 'HasContractPhone', 'HasMovieSubscription', 'ClientPeriod', 'HasOnlineSecurityService']",16,0.8390772501867164
"['ClientPeriod', 'HasInternetService', 'HasTechSupportAccess', 'HasContractPhone', 'NotAlone', 'HasOnlineTV', 'TotalSpent', 'HasOnlineBackup', 'HasMovieSubscription', 'IsAloneSenior', 'HasOnlineSecurityService', 'IsBillingPaperless']",12,0.8390766894763638
"['MonthlySpending', 'HasOnlineSecurityService', 'ClientPeriodGroup', 'ClientPeriod', 'TotalSpent', 'IsAloneSenior', 'HasTechSupportAccess', 'HasContractPhone', 'HasInternetService', 'AverageMonthlySpend', 'NotAlone', 'HasOnlineTV', 'HasChild', 'IsSeniorCitizen', 'HasOnlineBackup', 'HasDeviceProtection']",16,0.8390761287660111
"['HasInternetService', 'HasMovieSubscription', 'IsSeniorCitizen', 'TotalSpent', 'PaymentMethod', 'HasOnlineBackup', 'AverageMonthlySpend', 'MonthlySpending', 'IsAloneSenior', 'HasPartner', 'ClientPeriod', 'IsBillingPaperless', 'NotAlone', 'HasDeviceProtection', 'ClientPeriodGroup', 'HasContractPhone']",16,0.8390750073453056
"['PaymentMethod', 'HasPartner', 'NotAlone', 'ClientPeriod', 'IsBillingPaperless', 'HasOnlineTV', 'TotalSpent', 'ClientPeriodGroup', 'HasInternetService', 'HasMovieSubscription', 'HasDeviceProtection', 'HasTechSupportAccess', 'HasChild', 'HasOnlineBackup', 'HasContractPhone', 'AverageMonthlySpend']",16,0.8390747269901292
"['HasOnlineSecurityService', 'HasContractPhone', 'HasTechSupportAccess', 'IsSeniorCitizen', 'NotAlone', 'AverageMonthlySpend', 'ClientPeriod', 'HasOnlineTV', 'HasPartner', 'HasInternetService', 'HasChild', 'IsAloneSenior', 'MonthlySpending', 'PaymentMethod', 'HasOnlineBackup']",15,0.8390730448590711
"['HasChild', 'AverageMonthlySpend', 'MonthlySpending', 'NotAlone', 'ClientPeriod', 'HasInternetService', 'HasContractPhone', 'IsAloneSenior', 'HasMovieSubscription', 'HasOnlineSecurityService', 'HasDeviceProtection', 'TotalSpent', 'HasPartner', 'HasOnlineTV', 'ClientPeriodGroup', 'HasTechSupportAccess']",16,0.8390713627280127
"['MonthlySpending', 'IsAloneSenior', 'HasContractPhone', 'HasMovieSubscription', 'PaymentMethod', 'HasPartner', 'IsSeniorCitizen', 'HasDeviceProtection', 'HasOnlineSecurityService', 'HasInternetService', 'HasChild', 'ClientPeriod', 'HasTechSupportAccess', 'HasOnlineTV', 'ClientPeriodGroup']",15,0.8390710823728366
"['MonthlySpending', 'IsAloneSenior', 'HasDeviceProtection', 'IsBillingPaperless', 'TotalSpent', 'HasTechSupportAccess', 'AverageMonthlySpend', 'HasOnlineSecurityService', 'PaymentMethod', 'HasContractPhone', 'HasMovieSubscription', 'ClientPeriod']",12,0.8390710823728366
"['ClientPeriod', 'HasDeviceProtection', 'IsAloneSenior', 'HasTechSupportAccess', 'ClientPeriodGroup', 'AverageMonthlySpend', 'PaymentMethod', 'HasContractPhone', 'HasOnlineTV', 'TotalSpent', 'HasMovieSubscription', 'HasInternetService', 'IsBillingPaperless']",13,0.839069960952131
"['PaymentMethod', 'IsSeniorCitizen', 'HasTechSupportAccess', 'HasInternetService', 'HasDeviceProtection', 'ClientPeriod', 'MonthlySpending', 'HasChild', 'HasContractPhone', 'NotAlone', 'HasOnlineSecurityService', 'HasPartner', 'AverageMonthlySpend', 'HasOnlineBackup', 'HasMovieSubscription', 'HasOnlineTV', 'TotalSpent', 'IsAloneSenior']",18,0.8390696805969546
"['HasPartner', 'HasDeviceProtection', 'HasChild', 'MonthlySpending', 'HasMovieSubscription', 'HasOnlineSecurityService', 'HasOnlineBackup', 'HasInternetService', 'HasContractPhone', 'IsBillingPaperless', 'PaymentMethod', 'IsAloneSenior', 'ClientPeriod', 'HasTechSupportAccess', 'AverageMonthlySpend']",15,0.8390694002417782
"['HasOnlineTV', 'HasChild', 'ClientPeriod', 'IsAloneSenior', 'HasContractPhone', 'HasMovieSubscription', 'PaymentMethod', 'HasDeviceProtection', 'HasPartner', 'TotalSpent', 'AverageMonthlySpend', 'ClientPeriodGroup', 'HasInternetService', 'NotAlone', 'HasOnlineSecurityService']",15,0.8390685591762491
"['HasOnlineBackup', 'HasContractPhone', 'HasChild', 'MonthlySpending', 'IsAloneSenior', 'ClientPeriodGroup', 'HasInternetService', 'PaymentMethod', 'HasMovieSubscription', 'AverageMonthlySpend', 'HasPartner', 'HasTechSupportAccess', 'ClientPeriod', 'HasOnlineSecurityService']",14,0.8390674377555438
"['TotalSpent', 'HasPartner', 'AverageMonthlySpend', 'IsBillingPaperless', 'HasOnlineBackup', 'ClientPeriod', 'HasTechSupportAccess', 'NotAlone', 'HasOnlineSecurityService', 'HasDeviceProtection', 'IsAloneSenior', 'HasContractPhone', 'HasOnlineTV', 'HasInternetService']",14,0.8390663163348383
"['ClientPeriod', 'IsAloneSenior', 'HasOnlineSecurityService', 'IsSeniorCitizen', 'HasInternetService', 'HasOnlineTV', 'NotAlone', 'MonthlySpending', 'HasChild', 'HasContractPhone', 'AverageMonthlySpend', 'HasMovieSubscription', 'HasPartner', 'IsBillingPaperless', 'HasDeviceProtection', 'TotalSpent']",16,0.8390657556244857
"['AverageMonthlySpend', 'HasChild', 'HasOnlineSecurityService', 'IsBillingPaperless', 'HasDeviceProtection', 'ClientPeriodGroup', 'IsSeniorCitizen', 'MonthlySpending', 'NotAlone', 'HasMovieSubscription', 'HasInternetService', 'ClientPeriod', 'HasOnlineTV', 'HasContractPhone', 'HasPartner', 'HasTechSupportAccess']",16,0.8390646342037801
"['HasOnlineSecurityService', 'HasPartner', 'HasOnlineBackup', 'IsAloneSenior', 'PaymentMethod', 'IsBillingPaperless', 'AverageMonthlySpend', 'NotAlone', 'HasInternetService', 'HasMovieSubscription', 'IsSeniorCitizen', 'TotalSpent', 'HasContractPhone', 'HasTechSupportAccess', 'ClientPeriodGroup']",15,0.8390637931382511
"['IsBillingPaperless', 'MonthlySpending', 'HasOnlineTV', 'HasTechSupportAccess', 'AverageMonthlySpend', 'TotalSpent', 'NotAlone', 'HasInternetService', 'HasMovieSubscription', 'IsAloneSenior', 'IsSeniorCitizen', 'ClientPeriod', 'HasContractPhone', 'ClientPeriodGroup', 'HasDeviceProtection', 'HasOnlineBackup']",16,0.839063793138251
"['AverageMonthlySpend', 'HasContractPhone', 'HasTechSupportAccess', 'HasInternetService', 'ClientPeriod', 'IsAloneSenior', 'HasOnlineSecurityService', 'HasPartner', 'TotalSpent', 'HasChild', 'MonthlySpending', 'IsSeniorCitizen', 'HasOnlineTV', 'HasOnlineBackup', 'HasMovieSubscription']",15,0.8390635127830747
"['ClientPeriod', 'HasChild', 'HasOnlineBackup', 'TotalSpent', 'HasPartner', 'HasInternetService', 'HasOnlineSecurityService', 'HasOnlineTV', 'HasDeviceProtection', 'PaymentMethod', 'ClientPeriodGroup', 'IsAloneSenior', 'HasContractPhone']",13,0.8390629520727219
"['ClientPeriodGroup', 'HasChild', 'IsAloneSenior', 'IsSeniorCitizen', 'MonthlySpending', 'HasContractPhone', 'ClientPeriod', 'HasMovieSubscription', 'HasOnlineBackup', 'AverageMonthlySpend', 'PaymentMethod', 'HasOnlineTV', 'HasDeviceProtection', 'HasInternetService', 'HasTechSupportAccess', 'HasOnlineSecurityService', 'NotAlone']",17,0.839062391362369
"['PaymentMethod', 'HasInternetService', 'HasDeviceProtection', 'IsSeniorCitizen', 'IsBillingPaperless', 'IsAloneSenior', 'AverageMonthlySpend', 'NotAlone', 'TotalSpent', 'HasPartner', 'MonthlySpending', 'ClientPeriodGroup', 'HasOnlineBackup', 'HasContractPhone', 'ClientPeriod']",15,0.8390621110071929
"['HasOnlineTV', 'TotalSpent', 'HasChild', 'HasInternetService', 'IsSeniorCitizen', 'NotAlone', 'HasContractPhone', 'HasPartner', 'MonthlySpending', 'HasDeviceProtection', 'IsBillingPaperless', 'ClientPeriod', 'AverageMonthlySpend', 'PaymentMethod']",14,0.8390621110071929
"['HasOnlineSecurityService', 'HasContractPhone', 'NotAlone', 'HasChild', 'ClientPeriod', 'HasTechSupportAccess', 'ClientPeriodGroup', 'IsSeniorCitizen', 'IsAloneSenior', 'HasDeviceProtection', 'HasOnlineTV', 'MonthlySpending', 'TotalSpent', 'IsBillingPaperless', 'HasOnlineBackup', 'HasPartner']",16,0.8390607092313109
"['ClientPeriod', 'NotAlone', 'IsBillingPaperless', 'HasInternetService', 'HasContractPhone', 'IsAloneSenior', 'HasOnlineSecurityService', 'HasOnlineTV', 'PaymentMethod', 'ClientPeriodGroup', 'HasMovieSubscription', 'MonthlySpending', 'HasDeviceProtection']",13,0.8390595878106054
"['IsSeniorCitizen', 'ClientPeriodGroup', 'HasOnlineBackup', 'MonthlySpending', 'HasOnlineSecurityService', 'HasContractPhone', 'NotAlone', 'IsAloneSenior', 'HasOnlineTV', 'AverageMonthlySpend', 'HasTechSupportAccess', 'HasMovieSubscription', 'ClientPeriod', 'IsBillingPaperless', 'PaymentMethod']",15,0.8390581860347237
"['PaymentMethod', 'HasChild', 'ClientPeriod', 'IsSeniorCitizen', 'HasOnlineSecurityService', 'AverageMonthlySpend', 'HasContractPhone', 'ClientPeriodGroup', 'IsAloneSenior', 'HasMovieSubscription', 'TotalSpent', 'HasInternetService']",12,0.8390581860347236
"['ClientPeriodGroup', 'HasDeviceProtection', 'HasMovieSubscription', 'IsSeniorCitizen', 'HasChild', 'HasPartner', 'HasOnlineSecurityService', 'PaymentMethod', 'HasInternetService', 'ClientPeriod', 'HasContractPhone', 'MonthlySpending', 'NotAlone', 'IsBillingPaperless', 'HasOnlineBackup']",15,0.8390579056795474
"['HasOnlineTV', 'NotAlone', 'HasOnlineSecurityService', 'TotalSpent', 'HasOnlineBackup', 'HasChild', 'MonthlySpending', 'HasInternetService', 'IsAloneSenior', 'AverageMonthlySpend', 'HasDeviceProtection', 'HasMovieSubscription', 'ClientPeriod', 'HasContractPhone', 'IsSeniorCitizen', 'PaymentMethod']",16,0.8390579056795472
"['IsAloneSenior', 'HasOnlineBackup', 'HasDeviceProtection', 'HasPartner', 'IsSeniorCitizen', 'IsBillingPaperless', 'HasChild', 'HasOnlineSecurityService', 'ClientPeriod', 'HasMovieSubscription', 'TotalSpent', 'HasTechSupportAccess', 'MonthlySpending', 'HasContractPhone', 'NotAlone', 'PaymentMethod', 'HasOnlineTV']",17,0.8390565039036656
